,AT1_1,AT1_2,AT1_3,AT2_1,AT2_2,AT2_3,Ciliated_1,Ciliated_2,Ciliated_3,Club_1,Club_2,Club_3,EC.aerocyte_1,EC.aerocyte_2,EC.aerocyte_3,EC.gCap_1,EC.gCap_2,EC.gCap_3,EC.vascular_1,EC.vascular_2,EC.vascular_3,EC.lymphatic_1,EC.lymphatic_2,EC.lymphatic_3,Pericyte_1,Pericyte_2,Pericyte_3,Fib.WNT2.Palpha_1,Fib.WNT2.Palpha_2,Fib.WNT2.Palpha_3,MANC_1,MANC_2,MANC_3,SMC_1,SMC_2,SMC_3,Mesothelial_1,Mesothelial_2,Mesothelial_3,T_1,T_2,T_3,B_1,B_2,B_3,NK_1,NK_2,NK_3,CD103..cDC1_1,CD103..cDC1_2,CD103..cDC1_3,CD11b..cDC2_1,CD11b..cDC2_2,CD11b..cDC2_3,Neutrophil_1,Neutrophil_2,Neutrophil_3,Monocyte_1,Monocyte_2,Monocyte_3,aM_1,aM_2,aM_3,iM_1,iM_2,iM_3
Tfcp2,98.73091223,74.25242504,227.0242729,128.5788477,125.5851355,174.320136,447.1938028,390.0395968,395.1361099,437.3654695,378.4516669,393.8416834,151.7455732,117.9766322,79.48284496,84.79453677,57.85099832,87.9733131,121.3412168,117.5657991,96.33084428,35.37905159,27.08214098,0,158.7497388,106.3346698,129.4168147,277.0132925,209.4028133,207.1494567,147.7863417,220.9462084,248.2306478,0,52.42897531,47.12656035,192.7644947,181.4691579,179.6521243,32.25852012,36.79245719,37.80693404,38.41413169,28.35678152,22.70466537,85.44845478,69.44136507,86.60021756,202.2435875,145.5456303,181.8015254,52.17420469,86.27650129,62.79644001,199.5867426,125.0125385,68.41854766,123.9069393,56.12783337,104.060389,232.3581412,460.0659472,397.4946672,63.31988502,74.46820445,79.46606643
Tfcp2l1,0,0,0,82.38581224,79.23844067,138.7737536,0,0,0,84.72456916,66.26190071,84.759819,128.404539,65.74543142,0,0,51.57537303,76.93059414,0,0,0,0,0,0,0,77.96398037,61.52750685,0,238.6375134,244.8148889,0,192.8047515,0,0,0,0,0,146.7549724,0,0,0,0,0,0,0,78.16533473,0,0,0,333.6309285,0,0,85.3820937,0,147.3772588,0,0,0,0,79.29795156,0,0,0,0,0,0
Tfdp1,0,0,0,0,0,0,203.0646844,125.1820242,159.1781224,77.41213498,0,0,71.52821092,10.10682575,55.43590467,166.6503568,0,7.79442011,146.3845258,86.75891536,128.0645116,32.1251978,34.56949127,28.9152107,80.02539955,82.78822504,95.00906148,77.49086676,103.9392862,143.170003,143.5479484,84.32475822,103.375612,0,0,38.63227806,79.98160865,144.0731365,141.01116,68.50711255,107.4484111,81.00807251,0,0,25.1712394,79.39832205,41.86595487,61.82160687,186.6864745,197.8855074,67.70962358,132.6621288,172.6536499,171.5277618,52.08285988,56.82929378,461.5288103,98.62012771,97.10856106,79.63233615,206.5164,228.7869357,243.4199563,41.11381951,110.1463938,194.9189636
Tfdp2,0,0,139.885388,0,0,0,0,0,56.01961864,0,0,0,0,0,0,0,0,0,33.70861192,13.24112729,0,0,0,0,0,0,0,0,0,0,38.36926214,0,36.43940325,0,0,0,0,0,0,0,0,0,13.78508163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.20564722,0,61.48619934
Tfe3,297.6208333,330.8867733,183.231254,470.6815393,469.6092383,422.348667,381.0965517,300.1813311,313.3926104,294.2520177,253.0226507,583.4499091,233.2061203,271.7171439,256.7936006,196.6197309,140.7514664,186.9436349,288.3070911,216.4513475,207.436064,185.8381456,196.8436591,173.5880755,369.9212112,355.0398163,377.3566469,539.2050739,574.1103232,485.2243892,612.0748074,474.0018854,576.1970862,202.4960435,319.9837315,265.3223826,720.7427862,542.6348048,510.5828399,142.1680562,159.7811783,151.6907026,395.3599898,350.0791074,345.3902238,233.9979064,269.5063791,301.8656963,513.8707206,450.7605359,499.0849702,974.585449,743.5894658,782.5477771,658.1593098,155.4675004,225.1606797,538.9862684,762.7051139,383.7070139,896.0149294,1151.429587,857.8245588,977.5803309,1130.699172,1076.177048
Tfeb,33.66448017,74.12371841,124.1735287,92.50229792,74.37844811,82.37403777,239.5841109,214.5052046,210.3174836,168.1458237,213.6899798,137.4364483,105.2005967,108.109248,107.9185385,59.84649283,43.59902009,59.79782091,139.574703,112.5417192,103.4513283,142.3191531,108.7472372,95.70615387,195.0542091,137.7536592,142.4633815,379.7051428,405.4258949,338.4598583,217.5490001,212.3564768,318.11144,144.3690839,123.8512881,132.1703883,333.3948275,309.3360477,279.6210107,85.69449039,92.90879377,90.00813658,375.6285284,299.7839044,184.5184671,244.9360096,236.9310795,217.77084,362.9360297,313.780479,267.2466014,425.0032926,398.3995879,356.2090966,284.8199463,228.2045396,183.0919963,464.1780386,490.2478216,438.2157773,681.4493186,990.0698594,790.4011402,408.6542873,477.6135378,463.543285
Tfec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.96352702,0,50.53243917,290.7996863,422.6216864,334.9333059,0,0,0
Tgif1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.8641787,90.52173044,0,0,0,0,72.6934803,64.47023831,72.27692983,0,0,219.9827893,114.0284346,123.6221313,158.2427112
Thap1,0,0,0,0,98.33386901,0,0,0,0,0,0,0,0,0,0,122.8076865,0,0,0,151.5339795,108.7547245,12.31154922,83.96326559,59.5096457,0,0,0,90.02966059,101.4952089,0,0,0,42.93507122,0,0,0,0,0,0,126.6212237,219.134206,171.824786,192.6635149,113.7231713,26.86651316,0,103.6587877,0,0,0,0,0,85.48534879,0,0,0,0,0,138.8508424,0,0,0,0,43.08048761,101.8028995,89.70645685
Thap11,120.4645699,171.1994671,326.0583853,173.8115659,166.1123178,198.7794997,548.4630944,412.624881,419.7141694,672.5149148,621.4221324,515.2255968,385.1829664,318.1126009,321.6395949,584.6117796,319.9351715,487.5475067,388.9775203,326.8071398,336.2368458,274.8554043,208.2436223,200.8091444,206.335733,209.6743695,206.8246674,366.7905007,379.7892953,305.7643288,304.5272282,271.8247418,325.6562971,158.6956198,149.3980022,185.6573745,268.44055,242.4595934,233.5851706,338.5640424,390.0469991,345.2936559,264.4518831,262.4781157,196.6962098,339.405515,340.2901663,293.9804152,588.2224209,487.2026388,528.3759864,431.4385119,285.2272144,282.3830271,393.5070276,158.670929,136.2171374,635.9458904,581.9631869,914.7161213,567.0208335,862.6409005,812.3573644,273.0567717,384.4874518,343.6054212
Thap12,0,0,75.54396566,41.13353749,0,0,169.8319934,0,232.6518846,255.4888515,0,0,203.7519111,81.79759651,93.5350984,97.98624753,94.05274042,109.297537,66.51263245,37.56932636,0,49.92228172,61.80761706,76.98427251,0,0,0,110.8608616,90.57459747,96.71323393,0,0,147.2264956,0,0,84.8161157,0,0,0,94.69997055,132.8809934,76.90751106,124.4677928,64.52656241,56.58067684,105.8132634,106.8572776,104.8593903,160.209501,144.4940739,169.3963692,0,197.0795053,133.5808786,86.26712849,0,0,113.8023128,107.5692154,115.2260538,117.2852428,246.6692597,215.1406326,78.09772574,106.3259429,115.0631903
Thap4,0,0,73.7717926,0,0,0,328.3907317,162.6771526,142.5842196,164.3089048,180.9407383,127.9050638,52.73584613,75.73021106,0,0,57.6320244,79.92310171,73.29551241,60.81803429,70.34757703,28.82260222,26.30551393,21.46484502,84.12342055,0,45.64523059,91.7430896,143.9543818,107.8250414,41.75323569,78.34900511,69.81106014,0,0,0,94.27406268,94.05061525,41.17373008,40.60106128,47.1907956,33.94050875,42.21383444,45.92420886,21.46575194,27.55738507,0,22.62156295,106.6279338,86.04086836,74.81386747,0,49.04038923,64.01466157,129.7729156,128.8052794,0,71.17450931,58.07124603,100.8010141,81.16111185,0,0,45.06565407,0,55.13757372
Thra,0,0,173.0898852,0,0,0,0,0,0,0,0,0,0,282.3644538,283.1231211,0,115.8795637,0,268.657688,193.4384855,0,105.9106139,0,0,0,0,0,105.2713398,165.8230297,173.6462726,355.0410505,0,48.25050836,0,0,197.4445702,0,152.5160125,64.65680035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrb,0,0,0,0,0,0,0,32.61060567,8.935395132,0,77.10383926,31.82981187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4603387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thyn1,136.3969159,167.7205106,387.8993148,95.39051673,105.6737543,122.1990264,772.7798922,720.2715128,597.2539169,575.4268892,663.4812765,637.8047391,232.8152087,234.87304,273.4359526,433.0863773,265.0337064,381.572276,251.4251431,207.5606958,186.0121554,109.9014161,85.04360535,98.85127451,220.8901008,108.9579997,167.4538368,395.3507421,401.5548307,387.4087286,203.7070316,223.3017386,289.0619487,100.4934293,75.70532132,74.39422848,267.26444,252.1809646,235.6771155,380.7025589,369.4479651,307.5473019,101.8857098,65.29939328,48.37673262,328.0594063,314.9809788,293.5380704,531.2432859,399.0290889,377.5589896,326.630163,290.6059236,300.1026929,176.7854627,210.0871809,136.5323702,332.7315026,434.1811039,480.3632411,844.5012313,1388.727273,1058.573544,350.3045255,454.752398,417.8479483
Tmf1,171.7113,214.7505665,270.6454032,215.7143911,192.8176181,222.4150985,280.5537428,222.6758206,209.8081852,265.3571927,315.2011155,273.2569578,167.7947764,172.6583618,217.7184241,194.8646569,132.5044837,164.7522931,140.5801996,144.3914773,129.190317,71.4343181,60.13439188,70.62174106,156.7881002,143.9842941,124.9972883,251.5772638,277.6269132,239.1158849,169.9387461,171.0687832,218.3395414,154.728269,194.9820792,97.08636826,236.5782891,193.5862224,195.6272575,56.39030105,55.90104203,60.91513495,90.68654438,52.95177015,29.22219029,93.6279176,102.2815488,76.77544701,145.8592327,127.2459873,119.7318205,137.8109271,117.1089933,96.24175959,68.57223786,71.03757236,82.67784348,117.9767259,137.8779527,152.4857498,201.4965575,385.2303043,318.8035902,106.0826588,117.1928075,99.66212794
Tox3,0,109.3183708,224.15027,0,143.546369,151.227099,487.2888613,431.451408,387.1990418,191.9123023,142.4896319,140.8174112,243.8404952,196.0877587,249.7606563,231.4856471,150.5912994,125.3669399,100.9943546,66.56794615,107.2771115,79.09930109,37.75806252,62.18056274,109.8478052,84.18418656,65.50058878,128.7743212,139.1088455,127.9819926,99.3099818,122.8117772,139.5500888,104.8249776,68.08845346,134.0646212,296.0033883,124.3308455,121.9574661,225.413935,167.0323395,177.7870616,147.2004591,90.89734217,50.62745301,233.1228431,202.7575734,199.6091215,500.1902664,412.2789334,349.4012483,126.1591151,205.4835535,182.5036777,413.6875739,297.9792024,238.9729534,463.541362,346.9077276,547.6112185,346.9883083,593.6756821,517.6985304,101.0950629,125.1139354,97.6387561
Tox4,202.1079694,275.3796157,412.1241252,241.20181,222.0538992,301.65662,687.9891838,591.4978585,631.5700337,511.2408358,564.4163894,536.2915239,347.0451091,323.3417815,309.7392589,334.8058336,297.7079579,287.2387179,276.6113326,258.5108181,294.0705566,158.7819013,123.7558764,118.1289488,211.988379,110.6861418,179.0494922,383.4601485,403.8687996,344.385865,351.7718793,313.9084035,342.76382,185.076795,170.6169417,193.1186212,430.787747,311.4720362,308.0405649,306.3476438,320.4462407,333.8426329,301.7520551,267.7232223,227.1064736,242.1229434,231.7652468,229.060055,641.3295873,524.2630972,609.5087798,432.3092171,380.0506295,416.583912,152.0509777,166.8195037,165.4816404,311.0209704,388.2869999,350.7904344,267.1045763,481.4986733,379.8038795,318.5347925,331.8964398,239.8547189
Trerf1,0,0,0,0,0,615.5907437,140.4151326,82.2837438,94.69055658,0,0,0,0,0,0,114.0544429,151.7609114,107.1229873,76.67713631,36.67827521,0,46.9747692,0,0,87.70529762,0,0,83.61450508,129.4545757,104.4883389,121.630129,134.1863077,66.86061227,0,0,0,161.5081114,117.1322826,119.2511252,88.25348639,108.3853802,111.0074476,0,0,0,0,69.4407716,0,615.3849676,552.4838593,659.5018833,350.7248634,414.8189096,366.4063836,0,0,86.40965082,125.3041353,147.8012857,113.1428018,202.1677204,306.8874962,249.5953173,214.9081107,246.5505555,203.3833247
Trps1,0,0,85.14076328,0,0,0,85.77233815,212.0386338,122.0600539,96.23933614,140.8326895,155.0899063,78.45603085,0,80.96374715,13.75375177,29.89594284,45.84435053,70.72030789,0,0,36.12199838,33.39109525,27.57380734,104.5472358,30.64950674,42.13660592,114.0392664,156.5297073,124.7904904,61.36894913,87.62590908,68.8648024,124.9545677,77.09673565,55.09712473,19.84005192,25.32193832,0,24.52640736,41.68858197,24.27345069,35.22717444,0,0,105.0386264,38.00683739,39.20580651,129.2706589,79.59830368,98.43220158,158.2796781,138.1056379,195.9054395,65.74012387,49.0542582,24.35275324,254.7610858,469.037693,351.005687,207.5141101,384.0180123,279.0478502,108.2684866,196.8864656,199.441998
Tsc22d1,726.0144745,825.9065498,917.0921136,1431.568581,1507.910513,1381.084405,5077.197898,5789.625689,4862.56306,2950.129962,4571.808993,3435.133605,869.6962607,840.8545932,927.4787489,617.8400885,529.2926703,628.0419018,1223.959327,1414.055207,1683.264533,224.8711665,236.271216,246.8688328,1234.690347,1098.681135,1116.318839,1877.098071,2259.059632,1751.05758,984.2207232,971.6406304,1275.06695,589.020407,614.7696352,744.4860412,997.4558502,1282.309305,1305.874856,80.80225941,0,0,102.4378896,58.08151608,0,0,83.92033548,44.45532608,585.3970622,458.6163493,459.8864778,258.4283119,172.0573781,184.1062062,0,107.9642656,0,118.9678137,110.4766179,277.8165464,408.4544775,568.3953186,384.3058821,112.4822652,163.6885433,150.1067395
Tsc22d3,441.0501979,386.6971398,326.7671221,510.8634249,384.3418932,0,1394.642187,1510.51005,1270.155861,0,0,0,645.6814977,512.6696344,764.3162341,377.2524856,948.6832633,87.05475656,504.8031717,369.0911802,0,128.1901735,0,0,189.7084224,223.0267729,462.6570513,1025.456956,1111.06667,906.8953284,689.2394435,652.2316577,817.8771646,0,0,0,350.3374766,465.1546506,530.0586772,308.7724751,302.6921511,283.7495068,599.2020548,272.6462694,139.2495946,338.2577585,212.5074434,238.1856131,1453.526019,1146.433724,1083.412432,530.8874017,572.1654326,453.4572074,855.0001504,986.8775714,767.7977658,665.0966462,823.7576609,406.1056998,401.3125327,496.6546585,614.8920999,483.2514651,490.8278393,366.6120088
Tsc22d4,58.50100293,68.10936884,134.7427433,177.7799052,127.6945404,107.0864741,228.0335351,186.9878488,220.766252,271.6012563,277.4105115,250.111882,212.3967816,135.0682952,172.3991964,81.71851174,57.03781946,65.1861161,166.0529279,143.6167499,142.2778972,36.8124264,31.19680966,50.81348124,188.6749945,173.4218148,173.7180921,236.4976394,245.6107508,222.5181928,230.1996123,218.6045307,286.707601,103.474469,88.48012411,82.65251897,158.84168,234.2535895,258.1633026,338.7256979,312.7272172,309.9424736,218.8991665,174.7501721,138.3793474,300.6354905,243.442994,258.3388392,427.8264538,319.2868481,385.290987,469.0091452,421.195493,456.3878739,889.4998175,664.8437718,527.1494686,364.7524151,512.1512316,465.3452741,397.3012011,524.3278186,401.0082324,282.118218,390.5555381,354.733873
Tshz3,0,0,0,0,0,0,0,0,0,0,232.6688509,0,0,0,0,0,0,0,0,0,0,0,0,0,99.18811582,0,0,109.0880723,93.19316135,90.08866005,114.1670345,51.77691581,92.89887195,0,0,0,15.07811651,21.52446675,21.12976012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.7621318,0,0,0
Ttf1,29.2249485,72.25323678,102.8319887,503.1511768,0,0,140.4771032,96.29485656,144.5807115,127.8298141,158.5341292,120.3540725,22.60741602,73.38744411,54.31481998,51.38352496,44.83066121,54.49438026,27.70609729,38.53987445,30.65072558,26.60043139,22.70041683,26.79730794,56.98181162,0,23.27583622,79.22693864,54.27249604,56.64022795,48.68065122,38.67169943,55.87517766,0,0,0,89.46429155,81.19618938,62.22454102,58.16975027,70.40248792,53.02044136,69.39589642,48.60957416,21.93639096,93.54426659,49.32332155,65.58144675,69.72283574,62.52727808,64.74847681,33.18988145,41.90470823,37.13499272,102.0546404,4.420816314,25.57218125,42.07632353,57.02506014,93.55563114,107.0744613,174.5531763,151.4486307,53.79293952,30.208694,42.73765637
Tulp3,127.0629748,386.8368675,467.0207797,0,0,0,898.5474174,516.7098235,786.1333001,241.8763516,240.7344175,150.8641719,65.07986434,151.0294273,143.2127171,112.4935577,58.67439755,0,115.6054421,78.73699157,68.54228314,64.27438931,86.50924363,77.96899085,277.5179131,173.8512171,205.8163264,389.4542279,381.7864159,396.2825623,292.531313,364.3183678,449.8276367,217.4611222,94.26780465,118.3664431,213.8400146,212.4035371,221.5729718,0,86.55798863,101.0068676,0,0,0,0,0,0,196.0273713,134.886599,164.74927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubp1,122.8817429,198.163148,294.1352742,190.9937954,192.531737,241.7924473,342.3821097,271.9461415,312.7931386,389.5578387,456.6467727,319.7613524,307.6646242,302.3727064,281.9766521,240.8047273,182.3794347,222.2831529,298.568156,245.6330986,200.1846429,103.0933813,61.48653014,59.78840015,209.1471285,227.7355978,219.1612019,360.0660344,369.7943573,343.6427629,286.1488508,283.9359397,338.8589504,103.3384064,81.26705452,91.96538192,273.5549084,290.4551755,262.5040949,123.885562,150.6250179,106.0656478,171.5697883,122.7401181,72.61315007,182.1477261,163.1513724,166.1134503,541.4831651,502.0156515,465.4587425,368.0281618,292.5148389,329.5540496,286.6351054,200.9776443,125.5387997,301.6141377,329.7668004,397.6295418,414.4572926,550.3451688,411.0392898,227.9065929,251.7185826,258.0703877
Ubtf,1061.791421,1189.177301,1275.85428,1257.007959,1178.524532,1183.878988,3045.396465,2533.906345,2622.812735,3080.889883,3083.99691,3029.620508,2269.679047,1939.487297,2111.078305,2506.422438,1702.653296,2184.205192,2098.253607,1884.454368,1810.373912,1701.174754,1187.42079,1284.968872,1637.298257,1369.039797,1536.665641,2499.906212,2488.543417,2143.860719,2091.551928,1858.921716,2484.529276,1119.427645,849.2168574,860.7861592,2928.757093,2080.557183,2147.852526,3029.998503,3426.812232,2793.970269,2347.063539,2496.538109,1171.453732,2373.446051,2129.318712,2244.921325,3743.522521,2778.027067,2685.834735,2000.843447,1821.24221,1958.635167,728.0424409,1227.475149,683.3577382,2001.503336,2227.445431,2070.253389,2698.305132,5077.421514,4019.390768,1632.499912,1599.732348,1832.018012
Usf1,260.2775053,212.6385831,295.5900933,278.8324321,248.0806575,281.1408532,481.1456917,374.1689317,386.9742756,308.3822716,329.6585669,351.8172187,462.2364407,423.9928101,481.1952773,516.4321978,259.8105219,367.6304066,424.6887592,284.1978934,434.1775823,283.3905496,211.4790743,227.2663509,352.4109072,209.2014274,223.2102755,377.2150076,352.6437768,346.63847,332.0827355,285.774184,328.4504807,0,0,152.4616951,235.8066619,244.5712804,218.1069854,331.0007276,337.7598492,369.2055783,347.9858119,331.4097341,133.9586844,109.5403221,170.9247998,84.74323418,596.5365338,572.4718214,656.872984,420.4014387,344.1433717,394.0878116,380.8113185,387.0402763,545.4117869,535.1851647,920.7646106,690.763779,359.6354244,575.2791847,540.0241666,377.2041546,502.4409702,563.2765624
Usf2,187.9965274,221.6290093,369.9689018,370.4163531,444.0450109,332.7810838,623.9235896,525.3918787,487.1096169,656.8422186,635.4571383,362.7639876,346.0300392,360.7060927,446.0157148,390.6181388,295.4447657,406.1936048,339.2234383,327.5547509,309.654079,341.3207029,217.5164542,156.190001,289.7647491,198.5379374,191.3663231,397.4065671,424.3718775,388.5671471,277.3689703,305.8736238,348.7448754,0,0,0,217.6096618,187.5063263,203.6331921,394.4988412,343.3766853,331.5156623,332.7471736,209.4630856,195.2355723,206.2847477,207.4918568,229.0968337,634.1776852,585.596515,550.0483604,373.3697545,281.5373778,393.0604116,429.0279229,354.6202741,268.0993965,614.2044549,676.6796298,783.2562349,462.3651429,912.0809316,767.4836277,245.5716971,255.487664,312.1029128
Vdr,0,0,0,0,0,0,0,86.60925704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.05465333,0,0,0,0,0,0,0,0,85.68837786,0,88.19868434,0,0,0
Wdhd1,0,0,0,0,0,0,0,0,0,0,0,180.2773958,0,0,143.2013081,0,0,0,0,0,0,67.45293239,0,0,55.51353429,0,0,0,0,0,0,80.81893429,39.20504873,0,0,0,0,0,0,51.79155434,120.7688484,84.89618448,110.6976341,43.0098821,0,33.19432167,48.35179644,40.52576744,515.9937302,467.2301063,421.6556936,298.9297073,333.092469,296.2664646,150.6127484,170.392501,146.4753975,631.9853303,744.141557,666.9987425,178.562045,301.9672207,304.549665,117.4152818,154.7902775,132.7489729
Wiz,143.1748966,144.3260852,279.9398513,154.1925804,171.3009443,233.2944625,305.4200078,254.3105831,294.3970074,479.581098,490.3487529,429.460981,251.0220303,266.5880186,292.9270081,267.0571726,196.1565954,249.074618,254.6267331,208.7985984,203.2993395,152.1677099,128.1321851,135.0881345,254.3975717,158.5412139,207.9585518,329.3348217,343.9433781,314.1058179,197.7092701,235.1249156,259.2154051,188.9556576,258.9722681,193.9887076,252.9482107,220.7119541,182.1987638,184.7925509,187.3452232,208.8444544,215.9981453,154.9565503,117.8375829,136.721635,141.3897322,118.3118071,455.3397683,382.1024966,358.4390855,298.7380931,296.2841784,320.6961091,79.43773781,108.4877381,147.2619275,303.1205866,360.3922052,379.169451,203.0265344,284.1679056,274.2833187,186.0395058,171.7411296,187.9061641
Xpa,0,0,0,0,0,0,0,0,201.0935861,0,0,0,140.3027879,0,27.22282644,107.7930032,13.56124328,84.3229824,0,0,32.26725447,15.85297904,0,0,0,61.95247666,0,0,121.7775767,65.40486742,0,0,0,0,0,0,70.37252823,132.9828339,100.2012798,62.03135838,30.58901297,47.50496415,57.21915791,33.58420924,0,15.30387539,32.39021712,76.30715689,0,100.832018,80.83678093,30.40092033,64.35226655,76.29382369,0,0,0,87.7753159,96.37474857,60.12172633,91.99900524,130.1062758,116.890964,48.4677212,31.23201823,69.73034249
Ybx1,2969.687806,3472.63203,2525.556788,3102.799824,3063.609072,2765.38899,9975.849702,9248.271917,7673.308168,7746.464611,6375.599102,5949.805504,7106.875335,7384.768482,8503.666491,8677.20598,6133.546792,7431.384783,7408.277735,5984.082168,4872.749525,1919.627862,1854.928614,1630.126212,3636.359095,3591.51467,4325.983977,4128.871748,4432.904994,4161.08094,6696.526513,5983.084763,6558.015944,1995.494159,1539.990719,1673.765694,3085.491257,5770.286655,5542.115842,2597.667656,2584.528162,2902.336145,1762.755325,1638.307062,1313.531999,2762.447701,2036.003953,2097.211476,7795.220517,5997.087007,7139.492627,6452.61214,5136.414332,4441.369515,1897.666252,3233.05399,1287.937223,6349.108028,8350.596203,6084.279854,16604.83741,16502.98972,14266.05003,3529.518964,8691.281276,7423.170524
Ybx3,792.2164835,959.5698435,1402.831147,630.0396891,728.1921791,663.2216032,1703.210719,1739.746096,1572.092735,3805.014003,3878.862842,3787.945351,1920.207313,2062.563184,2078.231721,1503.181762,1099.655009,1373.387175,3544.229913,2994.314948,3000.570979,765.2653171,717.3199318,654.8670337,2616.795865,1417.337777,1793.679437,2205.804031,2265.037153,2223.304134,4136.326061,2923.60143,4601.159648,1093.891326,871.7204593,749.1441616,1906.769396,2934.652141,2935.159061,165.1625065,135.2603483,202.3087892,183.6662383,127.5478125,160.8671552,818.4092029,597.6609385,674.2167037,1154.326133,928.5024159,916.4984569,811.7011305,994.2794378,948.3855363,185.6796681,181.6511964,129.5264718,1361.479132,1533.862251,2083.011779,899.9036166,1475.742632,1269.22957,482.8672122,714.4179632,559.8750194
